GEOID,Census_Tract,log_BART_dist,coastal_tracts_dummy,log_CBD_dist,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_white,percent_african_american_or_black,percent_hispanic,percent_other_races,log_MHI,log_median_rent,log_median_house_price,rental_units,Vacant_rental,rent_aff_1,rent_aff_2,rent_aff_3,percent_airbnb_all_rentals,percent_airbnb_active_rentals
6001451102,Census Tract 4511.02,5.2912684,0,6.6286507,61.3,1.1,13.9,0.9,81.6,0.6,8.5,2,11.9284861,7.3414839,13.0798733,31,0,55.5555556,0,11.489328,0,0
6001451201,Census Tract 4512.01,5.5408415,0,6.7007002,37.8,3.1,16.7,4.6,70.8,0.8,14.3,0.4,11.4498472,7.3085428,13.0846615,117,0,41.40625,26.4322917,11.489328,0.847457627,0.847457627
6001451202,Census Tract 4512.02,5.3694544,0,6.6379678,35.9,6.1,14.9,3.7,74.2,0.4,14.2,0.2,11.5797801,7.3626453,13.2565446,96,0,41.4473684,27.6315789,11.489328,3.03030303,3.03030303
6001451300,Census Tract 4513,4.9043785,0,6.5474262,37.2,3,16.3,3.6,76.4,2.5,9.3,0.3,11.5120351,6.8865316,12.9418003,42,0,24.7933884,17.9752066,11.489328,4.545454545,4.545454545
6001451401,Census Tract 4514.01,5.3863819,0,6.6588621,42.6,3.5,17.5,5.8,81.2,1.7,10.3,0.5,11.3835568,7.0950644,12.8109349,0,0,53.9529915,22.6495726,11.489328,100,100
6001451403,Census Tract 4514.03,5.218982,0,6.6159231,33.8,2.3,24,0.8,80.3,2.2,11.4,0,11.5454314,7.7445698,13.415033,29,0,40.3141361,8.3769634,11.489328,3.333333333,3.333333333
6001451404,Census Tract 4514.04,5.2581669,0,6.6262493,20.7,5.2,29.3,8.8,78.1,2.2,7.5,0,10.9128132,7.7310531,13.0433202,182,79,57.5184881,30.2382909,11.489328,1.621621622,2.830188679
6001451501,Census Tract 4515.01,5.5764627,0,6.7174871,42.6,3.3,17.8,0.6,81.9,0.8,10.8,0,11.3217165,7.2902929,13.1358717,43,0,30.2025783,13.0755064,11.489328,0,0
6001451503,Census Tract 4515.03,5.4898979,0,6.6902292,31.7,3.6,15.4,6.7,82.8,0.1,7.6,0.8,11.3590164,7.3740019,13.3717203,178,48,53.0470914,7.4792244,11.489328,0.558659218,0.763358779
6001451504,Census Tract 4515.04,5.5897143,0,6.7192273,36.6,1.6,14.5,1.4,69.9,2.4,10,3,11.5640938,7.1276937,13.1106956,12,12,38.5185185,12.5925926,11.489328,7.692307692,100
6001451505,Census Tract 4515.05,5.6366396,0,6.7359069,44.3,2.7,10.4,1.1,90,0,5,0.5,11.8733444,7.6088706,13.5520657,11,0,20.6349206,15.0793651,11.489328,0,0
6001451506,Census Tract 4515.06,5.6138581,0,6.7291013,23.1,2.7,31.2,5.5,72.7,2.2,8,2.2,11.2493505,7.6648158,13.1798773,48,38,56.3402889,20.3852327,11.489328,0,0
6001451601,Census Tract 4516.01,5.4309601,0,6.672843,56.4,3.8,9.6,2.3,83.7,0.1,11.8,0.6,11.8094459,7.2772477,13.1052172,38,12,60.2222222,31.7777778,11.489328,0,0
6001451602,Census Tract 4516.02,5.3182307,0,6.6415188,47.7,2.9,12,1.4,85.3,0.3,8.3,1.2,11.3828282,7.4151751,13.335699,138,12,56.5449688,31.2555654,27.03497,0,0
6001451701,Census Tract 4517.01,5.217603,0,6.6154503,28.3,5.2,10.9,1.4,79.6,1,5.6,0.2,11.5401806,7.4949862,13.273882,51,35,42.4,31.6,27.03497,0,0
6001451703,Census Tract 4517.03,5.1167858,0,6.5897507,41.9,5,14.5,1.2,71.4,0.5,16.3,0.8,11.7827999,7.2848209,13.8283281,0,0,26.6435986,11.7647059,27.03497,0,0
6001451704,Census Tract 4517.04,5.2267556,0,6.6155183,42.1,2,13.1,3.4,88.7,1.5,5.3,0.3,11.4197021,7.3932631,13.8007014,56,0,46.350365,14.9635036,27.03497,0,0
6075045200,Census Tract 452,4.3900703,0,4.2995988,58.3,4,30.5,8.6,53.3,0.8,36.1,0.6,11.1903897,7.4529823,13.7020059,85,0,47.4178404,21.0745957,27.03497,42.56756757,42.56756757
6075047600,Census Tract 476,4.5254285,0,4.452225,60,0.7,32.1,3.1,43.9,1.3,50.7,0.8,11.2171037,7.3689704,13.6856296,195,0,51.6404199,18.0446194,27.03497,15.94827586,15.94827586
6075047701,Census Tract 477.01,4.6657137,0,4.6002713,46.2,4.1,48.1,4.2,41.5,0.2,51,1.3,11.2173725,7.1981836,13.6998752,197,97,40.5286344,24.5814978,27.03497,6.63507109,12.28070175
6075047702,Census Tract 477.02,4.639746,0,4.5973372,50.1,3.6,43.4,6.1,41.4,1.8,51.4,0,11.1972554,7.4342574,13.6972899,122,25,44.5067265,24.2152466,27.03497,15.27777778,18.48739496
6075047801,Census Tract 478.01,4.7309185,0,4.7230493,56.4,4.8,47.2,10.3,33,1.4,55,0.2,11.2788473,7.4289272,13.6466184,183,0,43.7362637,29.1208791,25.85353,11.16504854,11.16504854
6075047802,Census Tract 478.02,4.7853916,0,4.7811629,47.2,3.6,37.5,5.3,36.5,0,54.3,1,11.1321481,7.2399326,13.683692,96,43,46.1461461,28.8288288,25.85353,14.28571429,23.1884058
6075047901,Census Tract 479.01,5.0208015,1,5.00793,51.5,2.9,34.7,5.6,47.8,2.7,43.2,0,11.1040094,7.5501353,13.3582257,157,0,53.6297641,36.1161525,25.85353,18.22916667,18.22916667
6075047902,Census Tract 479.02,4.8651704,0,4.8794135,55.6,5.2,38.3,6.3,47.9,1.1,38.2,0,11.2067399,7.6884554,13.1382367,143,0,53.6363636,29.8701299,25.85353,11.72839506,11.72839506
6081600100,Census Tract 6001,4.2058267,0,4.9895809,43.9,5.3,23.5,4.5,46.9,2.8,30.8,0,11.3827826,7.3727464,13.2996724,71,12,65.6877898,28.438949,25.85353,7.792207792,9.230769231
6081600200,Census Tract 6002,4.0019712,0,4.7759006,27,5.7,58.8,13.8,10.9,4,55.9,5.5,11.100194,7.4483339,13.1390238,8,0,68.4901532,33.2603939,25.85353,11.11111111,11.11111111
6081600300,Census Tract 6003,3.6865036,0,4.8108035,32.1,5.8,50.3,1.7,26,3.1,58.6,4.5,11.2417727,7.3543623,13.2243783,122,21,40.6542056,25.2336449,25.85353,2.4,2.884615385
6081600401,Census Tract 6004.01,3.2725423,0,4.8028249,38.9,0.9,44.3,0,33.1,6.4,52.2,0,11.4098734,7.2218358,13.2493484,22,0,47.0588235,20.855615,25.85353,12,12
6081600402,Census Tract 6004.02,3.2380784,0,4.8445196,27.1,4,61.3,12.6,12.7,3.6,62.9,3.4,11.2180711,7.4169796,13.268885,89,0,41.2073491,20.4724409,25.85353,4.301075269,4.301075269
6081600500,Census Tract 6005,3.199568,0,4.9520611,28.2,3.2,48.3,5.6,16.5,0.8,55.1,0.5,11.3966051,7.6391612,13.2631683,217,0,40.8104197,2.0260492,25.85353,1.809954751,1.809954751
6081600600,Census Tract 6006,2.7191006,0,4.9948205,26.4,8.6,56.8,3.8,29.2,2.9,43.3,1.2,11.1797857,7.9939575,13.2764569,0,0,56.6282421,20.7492795,27.03497,100,100
6081600700,Census Tract 6007,2.0601078,0,4.9040708,33.7,4,57.9,5.7,25.8,3,53.9,0,11.1351436,7.7836406,13.4203917,86,0,48.6583184,26.4758497,25.85353,2.272727273,2.272727273
6081600800,Census Tract 6008,3.068414,0,5.0508301,39.9,5.3,59.4,10.8,20.2,7.5,56.2,0,10.7408649,7.7039102,13.5758971,166,96,63.8411607,32.416953,25.85353,0.598802395,1.408450704
6081600900,Census Tract 6009,3.5508978,0,5.0798041,45.6,3.6,38.6,4.3,39.9,0.3,48.3,2.1,11.4715825,7.2779386,13.2755994,104,15,41.2048193,20.2409639,25.85353,2.803738318,3.260869565
6075060100,Census Tract 601,4.7979825,1,4.7048293,85.8,1.1,12.8,3.6,87.5,0.3,5.8,0,12.0087126,7.2591161,13.3411776,66,61,30.9791332,9.2295345,25.85353,5.714285714,44.44444444
6081601000,Census Tract 6010,3.8524607,0,5.2774751,39.1,5.3,43.4,1.2,27.2,5.6,57.2,0.9,11.5018443,7.5678626,13.2934555,43,0,44.3902439,9.2682927,25.85353,0,0
6081601100,Census Tract 6011,3.67412,0,5.1659067,32.5,5.8,51.1,4.6,30.2,1.8,57.7,4.7,11.3855011,7.6615271,13.2983315,117,0,36.7729831,3.3771107,25.85353,0,0
6081601200,Census Tract 6012,3.1826313,0,5.0968187,30.2,6.3,52.4,0.8,25.8,1.2,54.8,1.2,11.3703706,7.4109519,13.2647306,50,0,48.5714286,23.7037037,25.85353,9.090909091,9.090909091
6081601300,Census Tract 6013,1.6826645,0,5.0794168,22.1,8.5,62.1,14.1,17.8,2.9,47.5,0,10.8630868,7.16935,13.3408561,124,52,62.7024291,32.0850202,25.85353,2.362204724,4
6081601400,Census Tract 6014,3.0483005,0,5.1953716,35.8,5.3,59,8,18.4,1.8,68.4,0,11.1425137,7.675546,13.3745219,46,0,54.2755344,23.6342043,25.85353,0,0
6081601501,Census Tract 6015.01,3.5507132,0,5.2697099,33.3,5.6,57.6,3.9,15.6,0.7,73.5,3.3,11.399544,7.4854916,11.9829291,17,0,58.3832335,18.5628743,25.85353,5.555555556,5.555555556
6081601502,Census Tract 6015.02,3.4537622,0,5.2824855,36.7,8.2,54.3,11.7,17.1,4.3,54.1,2.3,10.9480132,7.762596,13.3015132,70,31,57.0965651,34.2838626,25.85353,0,0
6081601601,Census Tract 6016.01,3.1869692,0,5.1137895,26.2,4.4,43.6,11.4,39.4,3.8,41.9,1.3,11.160271,7.7240047,12.6297051,47,0,61.0486891,39.3258427,25.85353,0,0
6081601603,Census Tract 6016.03,3.4258438,0,5.3307752,38.3,3.5,46.7,2,20.6,1.8,70.3,0.5,11.533277,7.2384968,13.3361836,48,0,50.4746835,32.7531646,25.85353,0,0
6081601604,Census Tract 6016.04,3.2085401,0,5.2469516,43.1,5,45.5,7.7,41.6,1.9,40.4,0.3,11.3710508,7.3870902,13.3301902,34,0,48.2191781,31.2328767,25.85353,0,0
6081601605,Census Tract 6016.05,3.7645704,0,5.3428544,38.4,8.9,52.3,2.3,10.8,3.9,74.3,0.8,11.444743,7.2861917,13.3693797,42,0,57.8093306,7.9107505,25.85353,0,0
6081601700,Census Tract 6017,2.9671781,0,5.2637806,27.8,4.6,33.7,1,37.8,0.4,32.6,2.1,11.5061425,7.3889461,13.3634254,64,0,48.9583333,17.0138889,25.85353,0,0
6081601800,Census Tract 6018,2.6989579,0,5.3030592,29.5,3.9,31.8,7.2,51.1,0,34.1,2.5,11.5196329,7.2950564,12.9668785,60,0,51.369863,19.1780822,25.85353,0,0
6081601901,Census Tract 6019.01,2.7603231,0,5.1993186,26.8,8.9,36.2,4.8,44.8,0.8,36.8,0,11.2846814,7.2737863,13.3678162,51,0,50.509165,13.8492872,25.85353,0,0
6081601902,Census Tract 6019.02,2.5257269,0,5.2494293,36.2,5.5,36.1,9.9,30.7,2,46.3,2,11.1846714,7.0942348,13.2067045,119,119,33.358605,12.4336619,25.85353,0,0
6081602000,Census Tract 6020,3.6526413,0,5.1766641,31.9,3.3,42.2,3.5,33.7,0.7,41.1,1.2,11.4217527,7.1701195,13.3308399,164,31,38.7254902,11.2745098,25.85353,0.606060606,0.746268657
6081602100,Census Tract 6021,3.7396163,0,5.2391207,13.7,7.5,57.3,6.9,38.2,4,15.1,3.4,11.0135013,8.0839457,13.2563697,63,49,51.5895954,26.0115607,25.85353,3.076923077,12.5
6081602200,Census Tract 6022,3.4201093,0,5.2775643,19.1,6.7,42.7,7.1,46.9,4,13,2.2,10.855763,7.5683793,13.3605926,279,115,58.0177653,33.9878448,25.85353,0.711743772,1.204819277
6081602300,Census Tract 6023,3.6718417,0,5.1667904,24.5,5,46.6,7.1,37.9,3.6,26.4,5.1,11.3298076,7.5261789,13.4626853,57,0,68.9440994,37.5776398,25.85353,3.389830508,3.389830508
6081602400,Census Tract 6024,3.5384493,0,5.3720144,29.8,4.8,36.4,3.4,49.2,1.1,28.2,1.6,11.3553707,7.6953031,13.1301331,124,38,41.7867435,13.1604227,25.85353,0,0
6081602500,Census Tract 6025,3.7077733,0,5.423993,38.9,4.8,43.8,0.3,20.8,3.2,62.2,4,11.5973585,7.5928703,13.3085109,53,0,53.815261,21.2851406,25.85353,0,0
6081602600,Census Tract 6026,3.686888,0,5.3975282,41.7,3.7,45.8,1.5,12.4,4.5,73.1,0.8,11.4125525,7.3839895,13.3537925,109,11,59.569378,30.5023923,25.85353,0,0
6081602700,Census Tract 6027,4.0288851,0,5.4153592,38.4,2.6,33.1,5.9,35.6,6.3,35.8,7.7,11.4761474,7.6704285,13.2762855,36,0,52.2613065,21.6080402,25.85353,0,0
6081602800,Census Tract 6028,3.901791,0,5.369917,44.2,3.6,31.8,1.7,40.9,2.5,40.8,0.8,11.5225985,7.6009025,13.3814916,47,0,52.1158129,25.8351893,25.85353,0,0
6081602900,Census Tract 6029,4.182853,0,5.4382665,46.8,8.5,22.4,5.2,70.9,3.4,15.9,0,11.5192156,7.8005727,13.385804,155,0,24.8901903,15.5197657,25.85353,0,0
6081603000,Census Tract 6030,4.3934092,0,5.5201773,39.3,6.3,14.7,1.5,76.4,1.1,10.8,2.6,11.3349106,7.3733743,13.3763852,105,0,50.9586276,30.0706357,25.85353,0,0
6081603100,Census Tract 6031,4.6131619,0,5.5815415,45.8,2.4,20.9,5.5,72.1,1.1,8.7,0.3,11.6794987,7.7570511,13.3467861,83,21,38.028169,26.7605634,25.85353,0,0
6081603200,Census Tract 6032,5.0464253,0,5.679332,37.3,5.2,10.5,5.7,79.4,0.9,7.5,0.2,11.5910432,7.2758646,13.4159281,96,0,17.4174174,12.9129129,25.85353,0,0
6081603300,Census Tract 6033,4.9757756,0,5.5467864,43.4,2.7,10.9,1.9,73.5,0.5,12.6,0.7,11.5543937,7.4938739,13.3782451,50,0,38.8030888,30.6949807,25.85353,0,0
6081603400,Census Tract 6034,4.6268057,0,5.4063372,36,3.6,16.7,2.1,72.9,0.5,13,0,11.4339039,7.5745585,12.4324111,59,0,52.7619048,23.047619,25.85353,0,0
6081603700,Census Tract 6037,3.9448325,0,5.4046389,33.6,4,32.5,2.4,39.3,1.7,29.8,8.1,11.3985915,7.3796322,13.5226149,66,0,48.1268012,12.9682997,27.03497,0,0
6081603801,Census Tract 6038.01,3.538924,0,5.2159441,47.7,3.7,58.4,5.2,44.5,0.1,42.3,0.6,11.0762019,7.8477625,13.4539666,84,0,42.8947368,20,25.85353,0,0
6081603802,Census Tract 6038.02,3.7458773,0,5.2605968,37.3,4.3,28.8,3.3,61.3,1.4,22.7,0.7,11.4090638,7.3277805,13.3695359,8,0,58.3596215,31.0725552,25.85353,0,0
6081603900,Census Tract 6039,3.6251391,0,5.0992851,36.7,4,26.2,1.4,65.3,1.5,21.2,0,11.4874333,7.3472997,13.4015091,68,49,43.8289602,12.8279883,25.85353,0,0
6075060400,Census Tract 604,3.8934241,0,5.0188536,59.4,4.8,42.7,9.2,62.9,3.8,22.2,0,10.8748913,7.3543623,13.2330099,22,0,56.8581477,37.6318875,25.85353,29.03225806,29.03225806
6081604000,Census Tract 6040,3.1705791,0,5.1722511,35.6,5.9,24.7,3.2,63.8,0.7,25.6,0.7,11.5571146,7.3138868,12.5567295,14,0,39.8373984,12.195122,25.85353,0,0
6081604101,Census Tract 6041.01,3.1683542,0,5.0887832,25.8,5.9,42.9,7.2,49,1.7,22.1,6.8,11.1162912,7.6662219,13.091698,125,63,49.1964749,27.2680145,25.85353,0,0
6081604102,Census Tract 6041.02,2.8682865,0,5.2556513,45.6,4,43.3,5.1,41.8,5.7,42.8,3.6,11.1367764,8.0497463,13.4042286,59,8,41.136141,29.2850147,25.85353,0,0
6081604200,Census Tract 6042,3.0983285,0,5.0786722,21.6,6.3,48.8,7.4,60.7,0.5,17.3,2.2,11.2151257,7.7186855,13.7655847,8,8,46.1215933,17.1907757,25.85353,0,0
6081604400,Census Tract 6044,2.2217815,0,4.7783016,35,4.5,43.5,4.4,31.2,0.4,51.9,1.2,11.2996209,7.5453897,13.8520353,77,19,41.3043478,20.5615942,25.85353,0,0
6081604500,Census Tract 6045,3.5428107,0,4.9972665,49.3,4,33.8,3.2,52.4,0.6,41.9,0.5,11.5335415,7.5657933,13.8004984,75,28,81.1827957,51.8817204,25.85353,0,0
6081604600,Census Tract 6046,3.9227008,0,5.0523224,47.6,2.1,24.4,1.7,43.6,0.3,49.7,0,11.640386,5.8550719,13.8344304,9,2,67.6470588,38.2352941,27.03497,0,0
6081604700,Census Tract 6047,3.5184157,0,4.9079667,46.9,1.7,41.3,2.9,44.9,0.6,47.5,0.7,11.59936,7.3304052,13.9147222,52,24,26.3736264,5.4945055,25.85353,0,0
6081604800,Census Tract 6048,2.8765428,0,4.8332462,45.7,5.2,40.3,5.1,46.2,1.3,46,0.8,11.359716,7.3118862,13.2819279,128,35,54.5620438,28.8321168,25.85353,0,0
6081604900,Census Tract 6049,3.2394895,0,4.788793,54,2.9,43,3.9,41,0.1,53.4,0,11.4840423,7.5126175,14.1854866,96,0,43.6123348,26.8722467,25.85353,0,0
6075060502,Census Tract 605.02,3.7422084,0,4.6790604,12.4,13.2,33.9,42.4,12.6,19.9,34.5,4.5,10.046375,7.5400903,13.9150844,126,11,37.2859025,14.6245059,25.85353,0,0
6081605000,Census Tract 6050,3.421715,0,4.6431834,54.9,2.3,33.9,7.8,51,2,36.1,0.4,11.6141996,7.4181808,14.2949693,86,0,55.6451613,31.8996416,25.85353,0,0
6081605100,Census Tract 6051,3.4385497,0,4.4063537,60.2,3.6,20.5,3.6,62,0.7,19.9,0,11.4091637,7.4091364,14.0519257,22,22,37.4531835,23.4706617,25.85353,0,0
6081605200,Census Tract 6052,3.4579831,0,4.4342524,64.5,2.1,21.3,5,72.5,0.7,20.1,0.9,11.8754344,7.9979993,13.9627229,39,0,39.2405063,26.2658228,25.85353,0,0
6081605300,Census Tract 6053,3.9032512,0,4.119743,61,3.1,21.5,1.4,68.6,0.8,22.4,1,11.6563069,7.9298464,13.8426392,137,0,34.6289753,19.0812721,25.85353,1.438848921,1.438848921
6081605400,Census Tract 6054,4.2405614,0,3.8263766,54.9,2.9,26.5,4.6,67.4,0.6,14.4,0.7,11.2669482,7.4730691,14.513594,320,123,42.8996283,28.0297398,25.85353,7.246376812,11.26126126
6081605500,Census Tract 6055,4.2883465,0,3.6314807,63.2,3.5,31.7,5.6,66.8,2,21.6,1.9,11.2643102,7.2668273,14.6717001,63,22,41.400667,22.3439733,25.85353,24.09638554,32.78688525
6081605600,Census Tract 6056,4.1530056,0,4.2166249,75.1,4.5,21.9,2.7,66,1.1,25.8,0,12.2924155,7.4295208,14.4511346,281,0,26.5060241,14.4578313,25.85353,0,0
6081605700,Census Tract 6057,4.6496217,0,3.8144304,82.5,2.1,21.3,1.1,61.2,2.1,29.4,0.1,12.4038984,7.1623975,13.4181624,249,0,0,0,25.85353,1.968503937,1.968503937
6081605800,Census Tract 6058,4.4403136,0,3.3758045,75.8,2.8,15.3,2.9,75.5,2.1,13.7,0,12.0431066,7.4241653,12.9360338,56,0,25.2631579,16.3157895,25.85353,9.677419355,9.677419355
6081605900,Census Tract 6059,4.5645038,0,2.688927,44.5,6.1,44.8,5.2,60.6,1.9,22,1,11.2851085,7.3883279,13.2812457,126,38,39.2577104,20.3345531,25.85353,16,21.42857143
6081606000,Census Tract 6060,4.5596764,0,3.1011329,29.3,8.6,46,0.9,67.5,3.7,14.3,0.5,11.2279331,7.4860526,13.2232941,158,0,45.5421687,23.2931727,25.85353,9.195402299,9.195402299
6081606100,Census Tract 6061,4.788056,0,3.5372314,23.9,6.1,39.9,18.1,42.3,2.8,18.1,7.8,11.0282061,7.4324838,13.3423018,28,0,70.1010101,26.0606061,25.85353,34.88372093,34.88372093
6081606200,Census Tract 6062,4.7294675,0,2.5490275,21,3,49,6.6,56.3,6.1,13.1,5.9,11.0523651,7.3758821,13.7458389,97,36,63.5639927,22.7801592,25.85353,22.4,31.46067416
6081606300,Census Tract 6063,4.8063978,0,2.5315292,37.3,5.5,39.9,4.8,62.6,2.9,20.8,0,11.1102515,7.5016345,14.2693213,181,30,48.7455197,23.2078853,25.85353,6.701030928,7.926829268
6081606400,Census Tract 6064,4.7583677,0,2.1411468,55.7,3.2,27.8,5.1,70.9,2,19.7,0,11.3267886,7.4383835,13.7292989,155,0,48,29.5522388,25.85353,10.40462428,10.40462428
6081606500,Census Tract 6065,4.7663721,0,3.0938849,74.7,2.5,14,1.5,75.5,0,18.5,0,12.0387362,7.5812098,13.8966296,84,0,33,25,25.85353,11.57894737,11.57894737
6081606600,Census Tract 6066,4.9108901,0,3.3041754,53.5,3.7,29.8,1.2,63.2,0.1,19.4,1.3,11.4483869,7.9280456,13.9189693,24,24,43.3389545,23.4401349,27.03497,31.42857143,100
