GEOID,Census_Tract,log_BART_dist,coastal_tracts_dummy,log_CBD_dist,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_white,percent_african_american_or_black,percent_hispanic,percent_other_races,log_MHI,log_median_rent,log_median_house_price,rental_units,Vacant_rental,rent_aff_1,rent_aff_2,rent_aff_3,percent_airbnb_all_rentals,percent_airbnb_active_rentals
06001442601,Census Tract 4426.01,3.6742051,0.0000000,6.2731116,48.0000000,3.2000000,28.4000000,1.6000000,40.9000000,0.8000000,40.1000000,0.0000000,11.7094704,7.6014023,13.3403738,0.0000000,0.0000000,28.7330317,14.7058824,11.4893280,0,0
06001442602,Census Tract 4426.02,3.8495129,0.0000000,6.2484155,36.4000000,4.6000000,35.7000000,12.1000000,39.5000000,8.3000000,35.3000000,0.3000000,11.3623351,7.6530204,13.2205784,130.0000000,58.0000000,54.7297297,37.8378378,11.4893280,0,0
06001442700,Census Tract 4427,4.0909287,0.0000000,6.2450912,46.7000000,1.9000000,26.8000000,3.0000000,49.3000000,4.2000000,37.0000000,0.0000000,11.5654705,7.4972072,13.2678480,31.0000000,0.0000000,33.0769231,8.8461538,11.4893280,0,0
06001442800,Census Tract 4428,3.9699272,0.0000000,6.2930061,32.3000000,4.3000000,35.2000000,4.6000000,44.6000000,4.2000000,42.1000000,0.0000000,11.4542365,7.9193562,13.0834146,36.0000000,21.0000000,47.9087452,23.9543726,11.4893280,0,0
06001442900,Census Tract 4429,4.1677762,0.0000000,6.3493398,36.7000000,2.2000000,35.9000000,0.3000000,38.1000000,3.2000000,39.3000000,3.8000000,11.4811768,8.1825593,13.1892741,75.0000000,62.0000000,33.8397790,4.2817680,11.4893280,0,0
06001443001,Census Tract 4430.01,4.3426000,0.0000000,6.4123236,26.9000000,3.1000000,41.2000000,0.4000000,29.4000000,3.1000000,39.4000000,2.5000000,11.4293156,7.5347627,13.7938783,0.0000000,0.0000000,55.9055118,4.7244094,11.4893280,0,0
06001443002,Census Tract 4430.02,4.2816451,0.0000000,6.3888530,32.9000000,5.5000000,41.9000000,3.0000000,26.4000000,0.9000000,53.1000000,0.6000000,11.3022044,7.9395153,14.0246363,91.0000000,0.0000000,72.9571984,11.8677043,11.4893280,0,0
06001443102,Census Tract 4431.02,4.7514356,0.0000000,6.4779486,70.4000000,4.3000000,51.0000000,1.5000000,18.2000000,0.4000000,73.7000000,1.0000000,11.9707300,7.9592760,13.8197018,9.0000000,0.0000000,31.7708333,18.7500000,11.4893280,0,0
06001443103,Census Tract 4431.03,4.8708478,0.0000000,6.5026164,80.5000000,4.5000000,57.6000000,4.3000000,9.5000000,1.4000000,86.4000000,0.3000000,12.2426938,7.7088596,13.7977538,31.0000000,12.0000000,9.8214286,9.8214286,11.4893280,0,0
06001443104,Census Tract 4431.04,4.5311334,0.0000000,6.4487119,69.8000000,6.1000000,50.7000000,3.1000000,20.7000000,1.2000000,69.8000000,0.6000000,11.7505792,7.3790081,14.1400548,34.0000000,8.0000000,40.6976744,13.9534884,11.4893280,0,0
06001443105,Census Tract 4431.05,4.5416364,0.0000000,6.4521267,77.5000000,4.6000000,55.3000000,0.0000000,14.1000000,1.5000000,79.9000000,1.0000000,11.9529079,7.7111013,13.5593272,51.0000000,6.0000000,18.0000000,7.0000000,11.4893280,0,0
06001443200,Census Tract 4432,5.1588625,0.0000000,6.5578175,76.1000000,3.4000000,53.6000000,3.2000000,19.1000000,0.3000000,69.8000000,2.1000000,12.1314838,7.3581938,12.9847092,31.0000000,0.0000000,10.5263158,0.0000000,11.4893280,0,0
06001443301,Census Tract 4433.01,5.1670130,0.0000000,6.5280126,60.9000000,4.1000000,44.8000000,5.2000000,27.8000000,3.9000000,60.8000000,0.3000000,11.8222467,7.5989005,13.5785216,7.0000000,7.0000000,12.8000000,12.8000000,11.4893280,0,0
06001443321,Census Tract 4433.21,4.9367752,0.0000000,6.4918151,61.9000000,4.7000000,59.6000000,1.4000000,12.8000000,1.1000000,78.6000000,0.0000000,11.5735501,7.2916562,13.2586410,71.0000000,23.0000000,28.0487805,6.4024390,11.4893280,0,0
06001443322,Census Tract 4433.22,5.0302953,0.0000000,6.5058089,61.2000000,2.4000000,45.3000000,0.9000000,24.2000000,0.6000000,65.8000000,2.6000000,11.8821345,7.2320103,13.0409364,25.0000000,9.0000000,24.8520710,13.6094675,11.4893280,0,0
06001444100,Census Tract 4441,4.2607208,0.0000000,6.1495922,29.8000000,3.6000000,29.7000000,3.1000000,52.2000000,1.0000000,25.5000000,0.3000000,11.4251647,7.4169796,13.2160359,19.0000000,0.0000000,36.1111111,8.5648148,11.4893280,0,0
06001444200,Census Tract 4442,4.5036637,0.0000000,6.1189886,20.6000000,3.2000000,30.7000000,5.8000000,32.1000000,4.5000000,28.1000000,1.6000000,11.3348031,7.3907985,13.1972853,86.0000000,0.0000000,49.5912807,19.3460490,11.4893280,0,0
06001444301,Census Tract 4443.01,4.6872137,0.0000000,6.0802413,33.8000000,3.7000000,29.3000000,3.0000000,43.1000000,2.3000000,29.2000000,2.1000000,11.4108263,7.7088596,12.8726191,30.0000000,0.0000000,64.0939597,43.2885906,11.4893280,0,0
06001444302,Census Tract 4443.02,4.9004913,0.0000000,6.1277611,16.8000000,4.2000000,42.3000000,16.8000000,21.9000000,4.5000000,23.9000000,0.6000000,11.1971731,7.4747722,13.1039957,57.0000000,11.0000000,72.6950355,37.5886525,11.4893280,0,0
06001444400,Census Tract 4444,4.5290177,0.0000000,6.1569991,22.8000000,5.3000000,38.0000000,3.9000000,25.4000000,4.6000000,23.2000000,1.1000000,11.2762153,7.6671583,13.1243614,0.0000000,0.0000000,46.6867470,13.1024096,11.4893280,0,0
06001444500,Census Tract 4445,4.4881510,0.0000000,6.1843577,32.0000000,4.4000000,34.8000000,9.3000000,29.1000000,10.4000000,29.6000000,1.5000000,11.3548554,7.5694118,12.9565449,40.0000000,0.0000000,50.8936170,31.7446809,11.4893280,0,0
06001444601,Census Tract 4446.01,4.3826226,0.0000000,6.2230207,26.6000000,5.9000000,28.0000000,3.7000000,39.3000000,5.6000000,29.4000000,3.4000000,11.5145741,7.5098831,13.3455069,35.0000000,0.0000000,50.2392344,34.9282297,11.4893280,0,0
06001444602,Census Tract 4446.02,4.4405837,0.0000000,6.2703896,50.1000000,4.0000000,45.9000000,1.8000000,22.4000000,6.4000000,57.0000000,0.4000000,11.5470950,7.7025561,13.5184513,96.0000000,28.0000000,38.3908046,13.3333333,11.4893280,0,0
06001450101,Census Tract 4501.01,3.0868682,0.0000000,6.3682253,67.6000000,2.2000000,39.3000000,2.8000000,34.6000000,9.3000000,44.7000000,1.0000000,11.7379712,7.2957351,13.1859014,133.0000000,0.0000000,27.5781250,11.0156250,11.4893280,0,0
06001450102,Census Tract 4501.02,3.4589947,0.0000000,6.3452380,36.8000000,0.9000000,26.9000000,0.0000000,32.5000000,16.5000000,27.7000000,2.1000000,11.8316919,7.5218593,13.1985834,58.0000000,54.0000000,49.3577982,10.4587156,11.4893280,0,0
06001450200,Census Tract 4502,3.7211225,0.0000000,6.2742228,55.7000000,3.5000000,26.4000000,4.1000000,54.6000000,4.8000000,33.2000000,0.1000000,11.4599887,7.7039102,13.1066404,139.0000000,0.0000000,47.6964770,13.9566396,11.4893280,0.714285714,0.714285714
